,基本形,品詞,スコア
42081,watercolor,名詞,7.08149e-06
42082,schlumbergera,名詞,6.79172e-06
42083,anadenanthera,名詞,6.36926e-06
42084,men's,名詞,6.31168e-06
42085,slake,動詞,5.54456e-06
42086,bodice,名詞,5.42341e-06
42087,tamarix,名詞,5.14539e-06
42088,dominantly,副詞,5.1192e-06
42089,kalinin,名詞,5.08087e-06
42090,toastrack,名詞,5.0009e-06
42091,cine-film,名詞,4.5371e-06
42092,heartseed,名詞,4.24014e-06
42093,newark,名詞,3.65728e-06
42094,trimmed,形容詞,3.60851e-06
42095,zygomycetes,名詞,3.33189e-06
42096,patternmaker,名詞,2.54711e-06
42097,dusseldorf,名詞,2.49703e-06
42098,medan,名詞,2.29945e-06
42099,berycomorphi,名詞,1.75921e-06
42100,occam,名詞,1.38296e-06
42101,ockham,名詞,1.37792e-06
42102,thysanocarpus,名詞,1.25477e-06
42103,four-ply,形容詞,1.23312e-06
42104,two-ply,形容詞,1.20806e-06
42105,priam,名詞,1.12497e-06
42106,lycia,名詞,8.48546e-07
42107,appositively,副詞,7.02595e-07
42108,milk-vetch,名詞,5.99719e-07
42109,centare,名詞,0
42110,subkingdom,名詞,-1.7713e-07
42111,umbellales,名詞,-5.59989e-07
42112,iapetus,名詞,-6.59703e-07
42113,sealskin,名詞,-1.99301e-06
42114,thoracic,形容詞,-2.02001e-06
42115,diarthrosis,名詞,-2.16005e-06
42116,mcg,名詞,-2.32605e-06
42117,microgram,名詞,-2.33163e-06
42118,anaphora,名詞,-2.71712e-06
42119,craniometrical,形容詞,-2.72195e-06
42120,moon-ray,名詞,-3.29451e-06
42121,moonbeam,名詞,-3.30455e-06
42122,hawaiian,名詞,-3.91274e-06
42123,rod-shaped,形容詞,-5.26474e-06
42124,pome,名詞,-6.48326e-06
42125,resinoid,名詞,-6.78465e-06
42126,exocrine,形容詞,-7.18112e-06
42127,agricola,名詞,-8.17153e-06
42128,cebuella,名詞,-8.45492e-06
42129,oligocene,名詞,-8.49405e-06
42130,ostrya,名詞,-8.79854e-06
42131,malayan,名詞,-8.81436e-06
42132,valkyrie,名詞,-9.02664e-06
42133,bitumastic,名詞,-9.19205e-06
42134,aplysia,名詞,-9.2014e-06
42135,one-fourth,名詞,-9.85139e-06
42136,quartern,名詞,-9.86636e-06
42137,paleocene,名詞,-1.01998e-05
42138,spread,名詞,-1.04029e-05
42139,studbook,名詞,-1.05141e-05
42140,austronesian,名詞,-1.08384e-05
42141,ozothamnus,名詞,-1.23156e-05
42142,merovingian,名詞,-1.24434e-05
42143,numenius,名詞,-1.30491e-05
42144,bulawayo,名詞,-1.36085e-05
42145,epidemiologic,形容詞,-1.39363e-05
42146,bismark,名詞,-1.41623e-05
42147,beckley,名詞,-1.43013e-05
42148,tibetan,名詞,-1.43892e-05
42149,cycadofilicales,名詞,-1.45525e-05
42150,lyginopteridales,名詞,-1.45961e-05
42151,physaria,名詞,-1.47124e-05
42152,labial,形容詞,-1.55002e-05
42153,blastosphere,名詞,-1.63734e-05
42154,egyptology,名詞,-1.71752e-05
42155,myrica,名詞,-1.73518e-05
42156,moneses,名詞,-1.74838e-05
42157,banch,名詞,-1.76957e-05
42158,northeastward,形容詞,-1.79552e-05
42159,son-in-law,名詞,-1.80074e-05
42160,bladdernose,名詞,-1.82198e-05
42161,nyamwezi,名詞,-1.82474e-05
42162,kansa,名詞,-1.85091e-05
42163,thirty-first,形容詞,-1.86061e-05
42164,botryoid,形容詞,-1.8759e-05
42165,botryoidal,形容詞,-1.87805e-05
42166,boytrose,形容詞,-1.87986e-05
42167,gallia,名詞,-1.88278e-05
42168,confluent,形容詞,-1.90016e-05
42169,starchy,形容詞,-1.91061e-05
42170,ventriloquist,名詞,-1.93801e-05
42171,tiliomycetes,名詞,-1.99696e-05
42172,duluth,名詞,-2.00541e-05
42173,affectional,形容詞,-2.01896e-05
42174,emotive,形容詞,-2.02173e-05
42175,aristolochia,名詞,-2.02334e-05
42176,extrados,名詞,-2.03117e-05
42177,country-style,形容詞,-2.04487e-05
42178,chlorinity,名詞,-2.1066e-05
42179,pisum,名詞,-2.12974e-05
42180,breezy,形容詞,-2.16135e-05
42181,corpuscular,形容詞,-2.17387e-05
42182,port,形容詞,-2.19405e-05
42183,weaverbird,名詞,-2.22913e-05
42184,chlorenchyma,名詞,-2.25829e-05
42185,lipstick,動詞,-2.25902e-05
42186,half-century,名詞,-2.26489e-05
42187,carboniferous,名詞,-2.26489e-05
42188,tertiary,名詞,-2.26582e-05
42189,quarter-century,名詞,-2.26582e-05
42190,mammothermography,名詞,-2.29837e-05
42191,naming,形容詞,-2.33428e-05
42192,carpellate,形容詞,-2.34987e-05
42193,perpendicularity,名詞,-2.36698e-05
42194,cellulosic,名詞,-2.37869e-05
42195,megabyte,名詞,-2.41896e-05
42196,veadar,名詞,-2.4339e-05
42197,sagebrush,名詞,-2.46415e-05
42198,heulandite,名詞,-2.56337e-05
42199,lunda,名詞,-2.65845e-05
42200,fratercula,名詞,-2.65845e-05
42201,gompers,名詞,-2.68978e-05
42202,linen,名詞,-2.70093e-05
42203,ascomycetous,形容詞,-2.70674e-05
42204,bimanual,形容詞,-2.72734e-05
42205,microsporangium,名詞,-2.73112e-05
42206,megasporangium,名詞,-2.73112e-05
42207,macrosporangium,名詞,-2.73112e-05
42208,hydrochoeridae,名詞,-2.76566e-05
42209,cracow,名詞,-2.79359e-05
42210,krakau,名詞,-2.79488e-05
42211,krakow,名詞,-2.79551e-05
42212,lefthander,名詞,-2.81251e-05
42213,nagoya,名詞,-2.8427e-05
42214,nan-ning,名詞,-2.8578e-05
42215,nanning,名詞,-2.85838e-05
42216,ellipticity,名詞,-2.87199e-05
42217,oblateness,名詞,-2.87372e-05
42218,bodega,名詞,-2.88263e-05
42219,avena,名詞,-2.91657e-05
42220,quapaw,名詞,-2.95214e-05
42221,ile-de-france,名詞,-2.96801e-05
42222,penetralia,名詞,-2.97803e-05
42223,cincinnati,名詞,-2.98955e-05
42224,gravimeter,名詞,-3.00413e-05
42225,anthus,名詞,-3.01943e-05
42226,grass-of-parnassus,名詞,-3.04264e-05
42227,parnassia,名詞,-3.04447e-05
42228,hexane,名詞,-3.05268e-05
42229,sauropoda,名詞,-3.07001e-05
42230,palestinian,形容詞,-3.07024e-05
42231,leontocebus,名詞,-3.0837e-05
42232,herat,名詞,-3.09594e-05
42233,j,名詞,-3.12217e-05
42234,breasted,形容詞,-3.15138e-05
42235,bric-a-brac,名詞,-3.15222e-05
42236,knickknackery,名詞,-3.15496e-05
42237,nicknack,名詞,-3.1562e-05
42238,whatnot,名詞,-3.15837e-05
42239,peripatopsis,名詞,-3.18367e-05
42240,sphalerite,名詞,-3.20848e-05
42241,sapota,名詞,-3.25919e-05
42242,kosteletzya,名詞,-3.27057e-05
42243,physeteridae,名詞,-3.34625e-05
42244,hayes,名詞,-3.36994e-05
42245,yunnan,名詞,-3.44317e-05
42246,three-ply,形容詞,-3.45948e-05
42247,fishmonger,名詞,-3.48847e-05
42248,fishwife,名詞,-3.48944e-05
42249,androgenetic,形容詞,-3.56163e-05
42250,laminate,名詞,-3.61009e-05
42251,bps,名詞,-3.6319e-05
42252,banana,名詞,-3.65822e-05
42253,andelmin,名詞,-3.66738e-05
42254,angelim,名詞,-3.66913e-05
42255,professor,名詞,-3.75366e-05
42256,cervine,形容詞,-3.77146e-05
42257,cerebromeningitis,名詞,-3.78463e-05
42258,encephalomeningitis,名詞,-3.78644e-05
42259,meningoencephalitis,名詞,-3.78977e-05
42260,pityrogramma,名詞,-3.83669e-05
42261,xerography,名詞,-3.86567e-05
42262,vesical,形容詞,-3.8693e-05
42263,haploidy,名詞,-3.88618e-05
42264,leach,名詞,-3.89092e-05
42265,bloomeria,名詞,-3.96774e-05
42266,casbah,名詞,-4.00441e-05
42267,kasbah,名詞,-4.0059e-05
42268,prolamine,名詞,-4.02433e-05
42269,lasagna,名詞,-4.06036e-05
42270,lasagne,名詞,-4.06125e-05
42271,batik,動詞,-4.11378e-05
42272,alsobia,名詞,-4.12142e-05
42273,solvate,名詞,-4.12807e-05
42274,kisumu,名詞,-4.13353e-05
42275,idaho,名詞,-4.15055e-05
42276,pinon,名詞,-4.17068e-05
42277,axseed,名詞,-4.18361e-05
42278,funeral,名詞,-4.20182e-05
42279,taxaceae,名詞,-4.21714e-05
42280,rotterdam,名詞,-4.22739e-05
42281,rudapithecus,名詞,-4.24636e-05
42282,homophonous,形容詞,-4.26093e-05
42283,rockrose,名詞,-4.30758e-05
42284,cercidiphyllum,名詞,-4.37205e-05
42285,tipuana,名詞,-4.37325e-05
42286,bilabiate,形容詞,-4.44392e-05
42287,plank-bed,名詞,-4.44904e-05
42288,hibbertia,名詞,-4.45551e-05
42289,overmantel,名詞,-4.47683e-05
42290,dugongidae,名詞,-4.48792e-05
42291,carboloy,名詞,-4.53856e-05
42292,ariocarpus,名詞,-4.54055e-05
42293,weightlifter,名詞,-4.6285e-05
42294,lusitania,名詞,-4.63214e-05
42295,binghamton,名詞,-4.67662e-05
42296,raita,名詞,-4.73038e-05
42297,photoconductive,形容詞,-4.82086e-05
42298,rauvolfia,名詞,-4.8477e-05
42299,oyster-fish,名詞,-4.86769e-05
42300,oysterfish,名詞,-4.86898e-05
42301,sinningia,名詞,-4.96072e-05
42302,achimenes,名詞,-4.97301e-05
42303,animatism,名詞,-4.97913e-05
42304,petaled,形容詞,-4.98764e-05
42305,petalled,形容詞,-4.98853e-05
42306,petalous,形容詞,-4.98929e-05
42307,punicaceae,名詞,-5.01291e-05
42308,aphelion,名詞,-5.01322e-05
42309,phonological,形容詞,-5.04062e-05
42310,sun-drenched,形容詞,-5.06892e-05
42311,berliner,名詞,-5.06944e-05
42312,helotiales,名詞,-5.07427e-05
42313,hangbird,名詞,-5.09808e-05
42314,skit,名詞,-5.13147e-05
42315,target,動詞,-5.18813e-05
42316,telanthera,名詞,-5.22004e-05
42317,bungaloid,形容詞,-5.25781e-05
42318,locomotive,形容詞,-5.27799e-05
42319,half-and-half,副詞,-5.30192e-05
42320,half-and-half,形容詞,-5.30192e-05
42321,three-fourths,名詞,-5.30305e-05
42322,barranquilla,名詞,-5.3278e-05
42323,amniote,名詞,-5.35461e-05
42324,piscatorial,形容詞,-5.38128e-05
42325,piscatory,形容詞,-5.38192e-05
42326,billy-ho,名詞,-5.49928e-05
42327,billyo,名詞,-5.50075e-05
42328,billyoh,名詞,-5.5019e-05
42329,asking,形容詞,-5.51906e-05
42330,zonal,形容詞,-5.54625e-05
42331,madoqua,名詞,-5.55116e-05
42332,fistful,名詞,-5.60836e-05
42333,osmotic,形容詞,-5.63383e-05
42334,corylus,名詞,-5.67496e-05
42335,bellingham,名詞,-5.68888e-05
42336,fashion,名詞,-5.73055e-05
42337,karyotype,名詞,-5.76042e-05
42338,binnacle,名詞,-5.78293e-05
42339,humber,名詞,-5.78896e-05
42340,spermatic,形容詞,-5.81779e-05
42341,diagonalise,動詞,-5.83713e-05
42342,diagonalize,動詞,-5.83802e-05
42343,headset,名詞,-5.85761e-05
42344,tacheometer,名詞,-5.92858e-05
42345,tachymeter,名詞,-5.92914e-05
42346,larrea,名詞,-5.9916e-05
42347,llullaillaco,名詞,-6.0009e-05
42348,tupungato,名詞,-6.00237e-05
42349,kanchanjanga,名詞,-6.01488e-05
42350,kanchenjunga,名詞,-6.01627e-05
42351,kinchinjunga,名詞,-6.01737e-05
42352,bractlet,名詞,-6.0248e-05
42353,bracteole,名詞,-6.0248e-05
42354,banteringly,副詞,-6.10495e-05
42355,khowar,名詞,-6.16924e-05
42356,boronic,形容詞,-6.21291e-05
42357,transalpine,形容詞,-6.30481e-05
42358,six,形容詞,-6.31321e-05
42359,vi,形容詞,-6.31379e-05
42360,dozen,形容詞,-6.33969e-05
42361,twelve,形容詞,-6.34108e-05
42362,xii,形容詞,-6.34163e-05
42363,chiococca,名詞,-6.3796e-05
42364,billion,形容詞,-6.4094e-05
42365,d,形容詞,-6.41093e-05
42366,million,形容詞,-6.4122e-05
42367,dinky,名詞,-6.42119e-05
42368,dinkey,名詞,-6.42119e-05
42369,mazar-i-sharif,名詞,-6.4404e-05
42370,oto,名詞,-6.47315e-05
42371,otoe,名詞,-6.47362e-05
42372,coriandrum,名詞,-6.54563e-05
42373,sclera,名詞,-6.54862e-05
42374,enchantress,名詞,-6.56857e-05
42375,stoically,副詞,-6.57643e-05
42376,commercialize,動詞,-6.57868e-05
42377,lapp,名詞,-6.58517e-05
42378,octane,名詞,-6.59523e-05
42379,amphibian,形容詞,-6.59833e-05
42380,omotic,名詞,-6.61438e-05
42381,azerbaijani,名詞,-6.61712e-05
42382,rupicapra,名詞,-6.62312e-05
42383,corynebacterium,名詞,-6.63535e-05
42384,listeria,名詞,-6.63819e-05
42385,retrovision,名詞,-6.64815e-05
42386,downgrade,名詞,-6.6841e-05
42387,spaghetti,名詞,-6.68658e-05
42388,seismograph,名詞,-6.71327e-05
42389,malvaceae,名詞,-6.73023e-05
42390,redbone,名詞,-6.80622e-05
42391,unvarying,形容詞,-6.82556e-05
42392,red-rimmed,形容詞,-6.86784e-05
42393,vanern,名詞,-6.88289e-05
42394,leptopteris,名詞,-6.92215e-05
42395,diamagnet,名詞,-6.92303e-05
42396,pc,名詞,-6.92306e-05
42397,three-sided,形容詞,-6.94975e-05
42398,asplenium,名詞,-7.02421e-05
42399,acrostichum,名詞,-7.02421e-05
42400,milligram,名詞,-7.02953e-05
42401,handsewn,形容詞,-7.06007e-05
42402,handstitched,形容詞,-7.06098e-05
42403,rhodosphaera,名詞,-7.09362e-05
42404,miro,名詞,-7.17407e-05
42405,concertise,動詞,-7.18726e-05
42406,concertize,動詞,-7.18786e-05
42407,lakeshore,名詞,-7.21068e-05
42408,lakeside,名詞,-7.21177e-05
42409,year-around,形容詞,-7.24675e-05
42410,year-round,形容詞,-7.24717e-05
42411,hyperboloidal,形容詞,-7.36696e-05
42412,tyne,名詞,-7.37606e-05
42413,lascar,名詞,-7.37927e-05
42414,rapateaceae,名詞,-7.40353e-05
42415,sumatra,名詞,-7.42607e-05
42416,goitrogen,名詞,-7.44e-05
42417,trachodon,名詞,-7.48853e-05
42418,trachodont,名詞,-7.48911e-05
42419,downside,名詞,-7.54685e-05
42420,casuarinaceae,名詞,-7.58112e-05
42421,clawlike,形容詞,-7.63706e-05
42422,geriatrician,名詞,-7.81297e-05
42423,gerontologist,名詞,-7.81374e-05
42424,vlf,名詞,-7.81599e-05
42425,mf,名詞,-7.81599e-05
42426,lf,名詞,-7.81599e-05
42427,calefaction,名詞,-7.82661e-05
42428,incalescence,名詞,-7.82885e-05
42429,besseya,名詞,-7.83338e-05
42430,viburnum,名詞,-7.83387e-05
42431,unicameral,形容詞,-7.88502e-05
42432,ruscus,名詞,-7.91863e-05
42433,asl,名詞,-7.93208e-05
42434,musales,名詞,-7.9371e-05
42435,carpocapsa,名詞,-7.93823e-05
42436,meretriciously,副詞,-7.93996e-05
42437,biosphere,名詞,-7.95311e-05
42438,earlier,副詞,-7.97657e-05
42439,c-note,名詞,-8.10059e-05
42440,canopy,動詞,-8.11563e-05
42441,isocrates,名詞,-8.11662e-05
42442,leicestershire,名詞,-8.15244e-05
42443,mezzo-soprano,名詞,-8.20322e-05
42444,mezzo,名詞,-8.20365e-05
42445,elmont,名詞,-8.20428e-05
42446,decimeter,名詞,-8.21062e-05
42447,decimetre,名詞,-8.21119e-05
42448,pleiospilos,名詞,-8.22015e-05
42449,feathertop,名詞,-8.24758e-05
42450,zea,名詞,-8.25086e-05
42451,cyclopean,形容詞,-8.29183e-05
42452,peridiniidae,名詞,-8.3532e-05
42453,follicular,形容詞,-8.39689e-05
42454,geneve,名詞,-8.42171e-05
42455,genf,名詞,-8.42232e-05
42456,curlew,名詞,-8.42311e-05
42457,nigella,名詞,-8.43443e-05
42458,amide,名詞,-8.44982e-05
42459,kamba,名詞,-8.45274e-05
42460,luganda,名詞,-8.45353e-05
42461,surfbird,名詞,-8.47045e-05
42462,tempo,名詞,-8.48028e-05
42463,hypatia,名詞,-8.56223e-05
42464,diaspididae,名詞,-8.5624e-05
42465,wonted,形容詞,-8.58359e-05
42466,leporid,名詞,-8.64153e-05
42467,prehistorical,形容詞,-8.64167e-05
42468,add,名詞,-8.75323e-05
42469,adhd,名詞,-8.75401e-05
42470,mbd,名詞,-8.75631e-05
42471,blastocladiales,名詞,-8.78213e-05
42472,jeddah,名詞,-8.82213e-05
42473,jed'dah,名詞,-8.82213e-05
42474,maximization,名詞,-8.86192e-05
42475,colossae,名詞,-8.92074e-05
42476,eastside,形容詞,-8.92419e-05
42477,safranine,名詞,-8.9298e-05
42478,safranin,名詞,-8.9298e-05
42479,saffranine,名詞,-8.9298e-05
42480,croquette,名詞,-9.02541e-05
42481,hydrangeaceae,名詞,-9.07182e-05
42482,strophariaceae,名詞,-9.07418e-05
42483,imperialist,形容詞,-9.10612e-05
42484,imperialistic,形容詞,-9.10677e-05
42485,tatary,名詞,-9.19923e-05
42486,tartary,名詞,-9.19923e-05
42487,gu,形容詞,-9.22968e-05
42488,filet,名詞,-9.24409e-05
42489,ixobrychus,名詞,-9.31345e-05
42490,botaurus,名詞,-9.31345e-05
42491,urginea,名詞,-9.32011e-05
42492,spergula,名詞,-9.34184e-05
42493,datable,形容詞,-9.36241e-05
42494,dateable,形容詞,-9.36373e-05
42495,eaglet,名詞,-9.36968e-05
42496,apalachicola,名詞,-9.3778e-05
42497,sprinkler,名詞,-9.44294e-05
42498,roentgenographic,形容詞,-9.51169e-05
42499,forty-fifth,形容詞,-9.53989e-05
42500,hundred-and-forty-fifth,形容詞,-9.54121e-05
42501,cryptogamia,名詞,-9.5987e-05
42502,unilaterally,副詞,-9.60369e-05
42503,chiroptera,名詞,-9.70817e-05
42504,zurich,名詞,-9.70971e-05
42505,silently,副詞,-9.74261e-05
42506,numbering,名詞,-9.77322e-05
42507,guantanamo,名詞,-9.78195e-05
42508,foreskin,名詞,-9.82329e-05
42509,bleriot,名詞,-9.82344e-05
42510,debark,動詞,-9.85312e-05
42511,edaphosauridae,名詞,-9.9343e-05
42512,extrasystolic,形容詞,-9.98465e-05
42513,seventeenth,形容詞,-0.000100608
42514,soweto,名詞,-0.000100683
42515,breakstone,名詞,-0.000100744
42516,termitidae,名詞,-0.00010077
42517,rockfoil,名詞,-0.000100812
42518,bethe,名詞,-0.000101221
42519,carrageenan,名詞,-0.000101834
42520,carrageenin,名詞,-0.00010185
42521,restrictively,副詞,-0.000102154
42522,operon,名詞,-0.000102501
42523,leptosporangium,名詞,-0.000102971
42524,podocarpus,名詞,-0.000103685
42525,sawtooth,名詞,-0.000103763
42526,campania,名詞,-0.000104388
42527,mon-khmer,名詞,-0.0001049
42528,ural-altaic,名詞,-0.000105015
42529,winemaker,名詞,-0.00010538
42530,collie,名詞,-0.000106828
42531,tridymite,名詞,-0.000107201
42532,urease,名詞,-0.000107279
42533,anseres,名詞,-0.000107786
42534,geopolitical,形容詞,-0.000107957
42535,trigonella,名詞,-0.000107985
42536,triturus,名詞,-0.00010799
42537,dippers,名詞,-0.000108131
42538,easterner,名詞,-0.000108198
42539,arauca,名詞,-0.000108248
42540,kolami,名詞,-0.000108335
42541,polystichum,名詞,-0.000108675
42542,cactaceae,名詞,-0.000108946
42543,togo,名詞,-0.000108949
42544,myricaceae,名詞,-0.00010896
42545,bai,名詞,-0.000109103
42546,baic,名詞,-0.000109112
42547,caffein,名詞,-0.000109138
42548,telegraphic,形容詞,-0.000109487
42549,algin,名詞,-0.000109618
42550,erigeron,名詞,-0.00010976
42551,aethionema,名詞,-0.000109948
42552,sub,名詞,-0.00010995
42553,myxedema,名詞,-0.000111022
42554,myxoedema,名詞,-0.000111028
42555,hyla,名詞,-0.000111492
42556,femtosecond,名詞,-0.000111872
42557,posture,動詞,-0.000112512
42558,natchez,名詞,-0.000112742
42559,lawton,名詞,-0.000112742
42560,kalamazoo,名詞,-0.000112742
42561,serkin,名詞,-0.000112761
42562,encelia,名詞,-0.000113336
42563,xenosauridae,名詞,-0.00011379
42564,fruticulose,形容詞,-0.000114428
42565,nonstop,名詞,-0.000114677
42566,cupric,形容詞,-0.000115165
42567,lanthanotidae,名詞,-0.000115469
42568,landmass,名詞,-0.000115521
42569,symbolism,名詞,-0.000115534
42570,buddleia,名詞,-0.000115665
42571,mysidacea,名詞,-0.000115898
42572,molva,名詞,-0.000116386
42573,nonmilitary,形容詞,-0.000116426
42574,alisma,名詞,-0.000116621
42575,elymus,名詞,-0.000116732
42576,meridian,名詞,-0.000116804
42577,plenum,名詞,-0.000116991
42578,newmarket,名詞,-0.000117648
42579,siracusa,名詞,-0.000117695
42580,chylaceous,形容詞,-0.000117888
42581,circaetus,名詞,-0.000117903
42582,chylous,形容詞,-0.000117926
42583,iberia,名詞,-0.000118058
42584,phenicia,名詞,-0.000118265
42585,phoenicia,名詞,-0.000118269
42586,liquidness,名詞,-0.000118439
42587,amarillo,名詞,-0.000118695
42588,aplysiidae,名詞,-0.000119219
42589,tethyidae,名詞,-0.000119254
42590,scaley,形容詞,-0.000119292
42591,montenegro,名詞,-0.000119365
42592,thoroughwort,名詞,-0.000119777
42593,trillionth,名詞,-0.000120087
42594,cometary,形容詞,-0.000120298
42595,cometic,形容詞,-0.000120309
42596,fair-maids-of-france,名詞,-0.000120423
42597,lorikeet,名詞,-0.000120625
42598,deposed,形容詞,-0.000121553
42599,projectionist,名詞,-0.000121829
42600,neuroglial,形容詞,-0.000121853
42601,willamette,名詞,-0.000122044
42602,baccilar,形容詞,-0.000122516
42603,dromaius,名詞,-0.000122534
42604,bacilliform,形容詞,-0.000122547
42605,baculiform,形容詞,-0.000122571
42606,redcap,名詞,-0.000122658
42607,dicotyledonous,形容詞,-0.000122686
42608,penlight,名詞,-0.000122767
42609,seventhly,副詞,-0.00012306
42610,cismontane,形容詞,-0.000123575
42611,amhara,名詞,-0.000123781
42612,campylorhynchus,名詞,-0.000124003
42613,heleodytes,名詞,-0.000124025
42614,spaceship,名詞,-0.000124167
42615,emda,名詞,-0.000124513
42616,iontotherapy,名詞,-0.000124526
42617,iontophoresis,名詞,-0.000124526
42618,varanus,名詞,-0.000124878
42619,mongoloid,形容詞,-0.000124893
42620,metalworks,名詞,-0.000125477
42621,aneides,名詞,-0.000125561
42622,sarcodina,名詞,-0.000125625
42623,torreon,名詞,-0.000126173
42624,oh,名詞,-0.000126234
42625,ambystomatidae,名詞,-0.000126272
42626,salamandridae,名詞,-0.000126293
42627,twenty-second,形容詞,-0.000126452
42628,triplicate,動詞,-0.000126838
42629,antecedent,名詞,-0.000126964
42630,ciconiidae,名詞,-0.000127527
42631,xenorhyncus,名詞,-0.000127549
42632,lebistes,名詞,-0.000127865
42633,lophosoriaceae,名詞,-0.000127998
42634,droseraceae,名詞,-0.00012838
42635,vittaria,名詞,-0.000128477
42636,pewit,名詞,-0.000128504
42637,tyrosine,名詞,-0.000129
42638,pinatubo,名詞,-0.000129128
42639,cormose,形容詞,-0.000129202
42640,eighteenth,形容詞,-0.000129266
42641,lithomantic,形容詞,-0.000129546
42642,pinsk,名詞,-0.000130054
42643,liepaja,名詞,-0.000130054
42644,plangent,形容詞,-0.000130183
42645,tatou,名詞,-0.000130599
42646,tatu,名詞,-0.000130606
42647,baltic,名詞,-0.000131865
42648,salpidae,名詞,-0.000132049
42649,heterosporous,形容詞,-0.000132118
42650,cirripedia,名詞,-0.000132476
42651,broomcorn,名詞,-0.000132539
42652,ng,名詞,-0.00013271
42653,nanogram,名詞,-0.00013271
42654,noncyclic,形容詞,-0.000132719
42655,eragrostis,名詞,-0.000132966
42656,psychosexuality,名詞,-0.000133074
42657,khoisan,名詞,-0.000133163
42658,tolu,名詞,-0.000133398
42659,oleaster,名詞,-0.000133415
42660,lonas,名詞,-0.000134599
42661,papilionaceae,名詞,-0.00013563
42662,syncopator,名詞,-0.000135838
42663,windup,形容詞,-0.000136017
42664,ohm,名詞,-0.000136663
42665,cephalopoda,名詞,-0.000136908
42666,log-in,動詞,-0.00013747
42667,billhook,名詞,-0.000138211
42668,archespore,名詞,-0.00013848
42669,archesporium,名詞,-0.000138494
42670,fabian,名詞,-0.000139302
42671,calceiform,形容詞,-0.000139431
42672,calceolate,形容詞,-0.000139452
42673,hiccough,動詞,-0.000139657
42674,hiccup,動詞,-0.000139664
42675,hilo,名詞,-0.000139676
42676,anaheim,名詞,-0.000139745
42677,lineup,名詞,-0.000140023
42678,well-knit,形容詞,-0.000140145
42679,well-set,形容詞,-0.000140147
42680,gond,名詞,-0.000140508
42681,mexicali,名詞,-0.00014088
42682,adlumia,名詞,-0.000141054
42683,soursop,名詞,-0.000141097
42684,yellowbird,名詞,-0.000141165
42685,ftp,動詞,-0.000141192
42686,marguerite,名詞,-0.000141527
42687,engraulis,名詞,-0.000141649
42688,endamoeba,名詞,-0.000141649
42689,elephas,名詞,-0.000141649
42690,elaeocarpus,名詞,-0.000141649
42691,didelphis,名詞,-0.000141649
42692,cynocephalus,名詞,-0.000141649
42693,crangon,名詞,-0.000141649
42694,cinclus,名詞,-0.000141649
42695,catostomus,名詞,-0.000141649
42696,caenolestes,名詞,-0.000141649
42697,buceros,名詞,-0.000141649
42698,balanus,名詞,-0.000141649
42699,accipiter,名詞,-0.000141649
42700,gasterosteus,名詞,-0.000141668
42701,furnarius,名詞,-0.000141668
42702,fistularia,名詞,-0.000141668
42703,tylenchus,名詞,-0.000141691
42704,trombicula,名詞,-0.000141691
42705,tachyglossus,名詞,-0.000141691
42706,syngnathus,名詞,-0.000141691
42707,strombus,名詞,-0.000141691
42708,rhodymenia,名詞,-0.000141691
42709,pseudomonas,名詞,-0.000141691
42710,portunus,名詞,-0.000141691
42711,pongo,名詞,-0.000141691
42712,phyllostomus,名詞,-0.000141691
42713,pholas,名詞,-0.000141691
42714,phalangium,名詞,-0.000141691
42715,peridinium,名詞,-0.000141691
42716,peneus,名詞,-0.000141691
42717,parus,名詞,-0.000141691
42718,palinurus,名詞,-0.000141691
42719,pagurus,名詞,-0.000141691
42720,ostrea,名詞,-0.000141691
42721,ornithorhynchus,名詞,-0.000141691
42722,orchestia,名詞,-0.000141691
42723,mysis,名詞,-0.000141691
42724,mya,名詞,-0.000141691
42725,mimus,名詞,-0.000141691
42726,micrococcus,名詞,-0.000141691
42727,lycosa,名詞,-0.000141691
42728,lophius,名詞,-0.000141691
42729,littorina,名詞,-0.000141691
42730,limulus,名詞,-0.000141691
42731,lepas,名詞,-0.000141691
42732,ixodes,名詞,-0.000141691
42733,holocentrus,名詞,-0.000141691
42734,hirudo,名詞,-0.000141691
42735,haliotis,名詞,-0.000141691
42736,haemoproteus,名詞,-0.000141691
42737,haemodorum,名詞,-0.000141691
42738,zygnema,名詞,-0.000141702
42739,viverra,名詞,-0.000141702
42740,unio,名詞,-0.000141702
42741,xerophytic,形容詞,-0.000141751
42742,microfilm,動詞,-0.000141881
42743,precast,形容詞,-0.000141976
42744,retick,動詞,-0.000142033
42745,pipit,名詞,-0.000142465
42746,molokai,名詞,-0.000142756
42747,kahoolawe,名詞,-0.000142756
42748,clorox,名詞,-0.000142839
42749,eld,名詞,-0.000142858
42750,chaga,名詞,-0.000142886
42751,chagga,名詞,-0.000142894
42752,kichaga,名詞,-0.000142902
42753,encyclia,名詞,-0.00014297
42754,biconvex,形容詞,-0.000143758
42755,shelf,名詞,-0.000143841
42756,toucanet,名詞,-0.000143958
42757,millisecond,名詞,-0.000144086
42758,donut,名詞,-0.000144135
42759,ranid,名詞,-0.000144195
42760,carbamide,名詞,-0.000144271
42761,voice,動詞,-0.000145087
42762,jade-green,形容詞,-0.000145349
42763,jade,形容詞,-0.000145355
42764,blae,形容詞,-0.00014553
42765,banksia,名詞,-0.000145674
